"t
[s]","Io
[W/m2]","vo
[m/s]","To
[Â°C]","Tsky
[Â°C]","To_n
[Â°C]","CO2o_ppm
[ppm]","dayNR
[-]",RH           [%]
1281600.0,0.0,2.0,3.0,-1.0,2.809,320.0,15.0,97.0
1285200.0,0.0,1.5,2.7,-1.3,2.575,320.0,15.0,98.0
1288800.0,0.0,1.5,2.7,-1.3,2.575,320.0,15.0,98.0
1292400.0,0.0,2.0,2.8,-1.2,2.674,320.0,15.0,98.0
1296000.0,0.0,2.0,2.7,-1.3,2.7,320.0,15.0,100.0
1299600.0,0.0,2.5,2.8,-1.2,2.674,320.0,16.0,98.0
1303200.0,0.0,2.5,2.8,-1.2,2.674,320.0,16.0,98.0
1306800.0,0.0,3.0,3.1,-0.9,2.908,320.0,16.0,97.0
1310400.0,0.0,4.0,3.4,-0.6,3.206,320.0,16.0,97.0
1314000.0,0.0,4.5,3.5,-0.5,3.305,320.0,16.0,97.0
1317600.0,0.0,4.0,3.6,-0.4,3.404,320.0,16.0,97.0
1321200.0,0.0,5.5,3.7,-0.3,3.371,320.0,16.0,94.9
1324800.0,0.0,4.0,3.8,-0.2,3.47,320.0,16.0,95.0
1328400.0,8.33,5.0,3.8,-0.2,3.603,320.0,16.0,97.0
1332000.0,8.33,5.5,4.1,0.1,3.9,320.0,16.0,97.0
1335600.0,19.44,5.0,4.4,0.4,4.198,320.0,16.0,97.0
1339200.0,19.44,6.0,4.7,0.7,4.288,320.0,16.0,93.9
1342800.0,19.44,6.0,4.6,0.6,4.327,320.0,16.0,96.0
1346400.0,44.44,4.5,5.1,1.1,4.611,320.0,16.0,92.9
1350000.0,44.44,5.0,5.1,1.1,4.4,320.0,16.0,89.9
1353600.0,0.0,3.5,4.9,0.9,3.994,320.0,16.0,86.8
1357200.0,0.0,2.5,3.8,-3.4,3.337,320.0,16.0,92.9
1360800.0,0.0,2.5,3.3,-3.9,2.977,320.0,16.0,95.0
1364400.0,0.0,3.0,3.1,-4.1,2.908,320.0,16.0,97.0
1368000.0,0.0,1.5,2.9,-4.3,2.71,320.0,16.0,97.0
1371600.0,0.0,2.0,2.8,-4.4,2.484,320.0,16.0,95.0
1375200.0,0.0,2.5,3.4,-3.8,3.075,320.0,16.0,94.9
1378800.0,0.0,3.0,3.4,-3.8,3.075,320.0,16.0,94.9
1382400.0,0.0,2.5,3.1,-4.1,2.78,320.0,16.0,95.0
1386000.0,0.0,2.0,2.8,-4.4,2.611,320.0,17.0,97.0
1389600.0,0.0,2.5,2.7,-4.5,2.512,320.0,17.0,97.0
1393200.0,0.0,2.5,2.6,-4.6,2.412,320.0,17.0,97.0
1396800.0,0.0,2.5,2.7,-4.5,2.512,320.0,17.0,97.0
1400400.0,0.0,3.0,2.9,-4.3,2.518,320.0,17.0,93.9
1404000.0,0.0,2.5,2.7,-4.5,2.385,320.0,17.0,94.9
1407600.0,0.0,3.5,2.8,-4.4,2.42,320.0,17.0,93.9
1411200.0,8.33,4.0,2.8,-4.4,2.42,320.0,17.0,93.9
1414800.0,19.44,4.0,2.9,-4.3,2.582,320.0,17.0,94.9
1418400.0,33.33,3.5,3.2,-0.8,2.878,320.0,17.0,94.9
1422000.0,44.44,3.5,3.6,-0.4,3.273,320.0,17.0,95.0
1425600.0,44.44,4.0,3.8,-0.2,3.603,320.0,17.0,97.0
1429200.0,33.33,4.5,3.8,-0.2,3.603,320.0,17.0,97.0
1432800.0,33.33,3.0,3.9,-0.1,3.834,320.0,17.0,99.0
1436400.0,19.44,2.0,4.0,0.0,3.934,320.0,17.0,99.0
1440000.0,8.33,2.0,4.1,0.1,4.034,320.0,17.0,99.0
1443600.0,0.0,2.5,4.1,0.1,4.034,320.0,17.0,99.0
1447200.0,0.0,3.5,4.2,0.2,4.134,320.0,17.0,99.0
1450800.0,0.0,2.5,3.7,-0.3,3.503,320.0,17.0,97.0
1454400.0,0.0,2.0,3.6,-0.4,3.404,320.0,17.0,97.0
1458000.0,0.0,2.5,3.0,-4.2,2.873,320.0,17.0,98.0
1461600.0,0.0,2.0,2.6,-4.6,2.412,320.0,17.0,97.0
1465200.0,0.0,1.5,3.0,-4.2,2.681,320.0,17.0,95.0
1468800.0,0.0,2.0,3.2,-4.0,3.007,320.0,17.0,97.0
1472400.0,0.0,1.5,2.2,-8.2,2.016,320.0,18.0,97.0
1476000.0,0.0,1.0,1.0,-12.6,0.884,320.0,18.0,98.0
1479600.0,0.0,1.0,-0.8,-17.6,-1.727,320.0,18.0,82.7
1483200.0,0.0,1.0,-0.5,-17.3,-1.125,320.0,18.0,88.5
1486800.0,0.0,1.5,1.0,-15.8,0.825,320.0,18.0,97.0
1490400.0,0.0,2.0,1.0,-15.8,0.884,320.0,18.0,98.0
1494000.0,0.0,2.0,-0.2,-20.2,-0.41,320.0,18.0,96.2
1497600.0,0.0,3.0,-0.3,-20.3,-0.561,320.0,18.0,95.2
1501200.0,66.67,4.5,-0.7,-20.7,-0.956,320.0,18.0,95.2
1504800.0,80.56,4.5,-0.5,-4.5,-0.758,320.0,18.0,95.2
1508400.0,138.89,3.5,0.1,-3.9,-0.225,320.0,18.0,94.1
1512000.0,266.67,4.5,1.9,-17.2,1.288,320.0,18.0,89.9
1515600.0,241.67,4.5,2.7,-18.3,1.81,320.0,18.0,85.8
1519200.0,241.67,4.5,3.6,-17.4,2.338,320.0,18.0,80.8
1522800.0,147.22,4.0,3.2,-17.8,2.026,320.0,18.0,81.8
1526400.0,19.44,4.0,2.2,-17.8,1.518,320.0,18.0,88.9
1530000.0,0.0,4.0,1.7,-18.3,0.971,320.0,18.0,87.8
1533600.0,0.0,5.0,1.5,-18.5,0.778,320.0,18.0,87.9
1537200.0,0.0,4.5,1.7,-18.3,0.91,320.0,18.0,86.8
1540800.0,0.0,5.0,2.5,-17.5,1.618,320.0,18.0,85.8
1544400.0,0.0,5.5,3.8,-16.2,3.002,320.0,18.0,87.9
1548000.0,0.0,5.0,3.0,-17.0,2.423,320.0,18.0,90.9
1551600.0,0.0,6.0,3.5,-16.5,2.977,320.0,18.0,91.9
1555200.0,0.0,5.5,4.1,-15.9,3.428,320.0,18.0,89.9
1558800.0,0.0,6.0,4.1,-15.9,3.496,320.0,19.0,90.9
1562400.0,0.0,6.0,4.8,0.8,4.038,320.0,19.0,88.9
1566000.0,0.0,7.0,5.0,1.0,4.513,320.0,19.0,92.9
1569600.0,0.0,8.0,5.3,1.3,4.807,320.0,19.0,92.9
1573200.0,0.0,7.5,5.5,1.5,5.288,320.0,19.0,97.0
1576800.0,0.0,7.0,6.0,2.0,5.494,320.0,19.0,92.9
1580400.0,0.0,7.5,6.4,2.4,5.737,320.0,19.0,90.9
1584000.0,0.0,8.0,6.7,2.7,5.802,320.0,19.0,87.9
1587600.0,8.33,7.0,6.9,2.9,5.995,320.0,19.0,87.9
1591200.0,33.33,8.0,7.3,3.3,6.382,320.0,19.0,87.9
1594800.0,55.56,8.5,8.2,4.2,7.089,320.0,19.0,85.8
1598400.0,91.67,9.5,8.4,0.4,7.035,320.0,19.0,82.8
1602000.0,205.56,9.5,8.6,-9.4,6.976,320.0,19.0,79.7
1605600.0,116.67,8.0,8.6,-9.4,6.976,320.0,19.0,79.7
1609200.0,66.67,6.5,8.2,-9.8,6.682,320.0,19.0,80.8
1612800.0,19.44,6.0,7.4,-12.6,6.322,320.0,19.0,85.8
1616400.0,0.0,5.0,6.9,-13.1,5.919,320.0,19.0,86.8
1620000.0,0.0,5.5,6.7,-13.3,5.726,320.0,19.0,86.8
1623600.0,0.0,4.5,6.0,-14.0,5.127,320.0,19.0,87.9
1627200.0,0.0,5.0,6.5,-13.5,5.685,320.0,19.0,88.9
1630800.0,0.0,5.0,6.5,2.5,5.909,320.0,19.0,91.9
1634400.0,0.0,8.5,7.0,3.0,6.015,320.0,19.0,86.8
1638000.0,0.0,8.0,7.2,3.2,5.974,320.0,19.0,83.8
1641600.0,0.0,0.0,7.1,3.1,5.879,320.0,19.0,83.8
1645200.0,0.0,7.5,6.6,2.6,5.63,320.0,20.0,86.8
1648800.0,0.0,6.5,6.1,2.1,5.0,320.0,20.0,84.8
1652400.0,0.0,6.5,5.0,-2.2,4.161,320.0,20.0,87.9
1656000.0,0.0,6.0,4.6,-2.6,3.565,320.0,20.0,84.8
1659600.0,0.0,5.5,3.9,-6.5,3.301,320.0,20.0,90.9
1663200.0,0.0,6.0,3.7,-6.7,3.106,320.0,20.0,90.9
1666800.0,0.0,4.5,4.0,-6.4,3.533,320.0,20.0,92.9
1670400.0,0.0,4.0,3.4,-10.2,3.01,320.0,20.0,93.9
1674000.0,44.44,5.0,3.6,-10.0,3.074,320.0,20.0,91.9
1677600.0,116.67,5.0,4.5,-5.3,3.816,320.0,20.0,89.9
1681200.0,127.78,5.0,4.1,0.1,3.496,320.0,20.0,90.9
1684800.0,116.67,5.0,4.9,0.9,4.135,320.0,20.0,88.9
1688400.0,66.67,5.0,5.1,1.1,4.115,320.0,20.0,85.8
1692000.0,55.56,4.5,5.8,1.8,4.639,320.0,20.0,83.8
1695600.0,55.56,5.0,5.2,1.2,4.425,320.0,20.0,88.9
1699200.0,0.0,5.0,5.0,1.0,4.302,320.0,20.0,89.9
1702800.0,0.0,5.5,5.1,1.1,4.329,320.0,20.0,88.9
1706400.0,0.0,5.0,5.2,1.2,4.425,320.0,20.0,88.9
1710000.0,0.0,4.0,4.9,0.9,4.275,320.0,20.0,90.9
1713600.0,0.0,4.0,4.3,-2.9,3.691,320.0,20.0,90.9
1717200.0,0.0,4.0,4.4,-2.8,3.788,320.0,20.0,90.9
1720800.0,0.0,4.0,4.1,-3.1,3.631,320.0,20.0,92.9
1724400.0,0.0,3.5,3.4,-7.0,2.879,320.0,20.0,91.9
1728000.0,0.0,3.5,2.5,-11.1,2.125,320.0,20.0,93.9
1731600.0,0.0,3.5,2.4,-11.2,2.026,320.0,21.0,93.9
1735200.0,0.0,4.0,2.5,-11.1,1.999,320.0,21.0,91.9
1738800.0,0.0,5.0,2.9,-10.7,2.132,320.0,21.0,87.9
1742400.0,0.0,4.5,3.0,-10.6,2.098,320.0,21.0,85.8
1746000.0,0.0,5.5,3.0,-10.6,2.098,320.0,21.0,85.8
1749600.0,0.0,6.0,3.5,-10.1,2.378,320.0,21.0,82.8
1753200.0,0.0,6.5,4.1,-9.5,2.811,320.0,21.0,80.8
1756800.0,8.33,7.0,4.2,-9.4,2.905,320.0,21.0,80.8
1760400.0,19.44,7.5,4.1,-9.5,2.811,320.0,21.0,80.8
1764000.0,66.67,7.0,4.6,0.6,3.283,320.0,21.0,80.8
1767600.0,66.67,7.5,5.0,1.0,3.445,320.0,21.0,77.7
1771200.0,55.56,6.5,4.9,0.9,3.638,320.0,21.0,81.8
1774800.0,44.44,6.0,4.8,0.8,3.827,320.0,21.0,85.8
1778400.0,55.56,5.0,5.3,1.3,3.872,320.0,21.0,79.7
1782000.0,55.56,5.0,5.5,1.5,3.913,320.0,21.0,77.7
1785600.0,44.44,5.0,5.1,1.1,3.539,320.0,21.0,77.7
1789200.0,33.33,4.5,4.8,0.8,3.401,320.0,21.0,79.7
1792800.0,0.0,4.0,3.7,-3.5,2.703,320.0,21.0,84.8
1796400.0,0.0,3.5,2.6,-7.8,2.033,320.0,21.0,90.9
1800000.0,0.0,4.0,2.4,-8.0,1.585,320.0,21.0,86.8
1803600.0,0.0,3.5,3.1,-7.3,2.194,320.0,21.0,85.8
1807200.0,0.0,4.0,3.4,-7.0,2.482,320.0,21.0,85.8
1810800.0,0.0,3.5,3.5,-6.9,2.578,320.0,21.0,85.8
1814400.0,0.0,3.5,3.0,-7.4,2.293,320.0,21.0,88.9
1818000.0,0.0,4.5,2.9,-7.5,2.002,320.0,22.0,85.8
1821600.0,0.0,4.5,2.5,-7.9,1.681,320.0,22.0,86.8
1825200.0,0.0,4.5,2.8,-7.6,2.035,320.0,22.0,87.8
1828800.0,0.0,4.0,2.6,-7.8,2.033,320.0,22.0,90.9
1832400.0,0.0,5.0,3.2,-7.2,2.422,320.0,22.0,87.9
1836000.0,0.0,5.0,3.0,-7.4,2.228,320.0,22.0,87.8
1839600.0,0.0,5.5,3.6,-6.8,2.808,320.0,22.0,87.8
1843200.0,0.0,5.0,3.5,-6.9,2.712,320.0,22.0,87.9
1846800.0,55.56,5.0,4.5,-5.9,3.399,320.0,22.0,83.8
1850400.0,80.56,5.5,4.8,-2.5,3.686,320.0,22.0,83.8
1854000.0,80.56,5.5,5.5,1.5,4.426,320.0,22.0,84.8
1857600.0,33.33,5.0,5.2,1.2,4.639,320.0,22.0,91.9
1861200.0,19.44,5.0,5.6,1.6,4.74,320.0,22.0,87.9
1864800.0,8.33,4.5,5.7,1.7,4.982,320.0,22.0,89.9
1868400.0,8.33,2.0,5.7,1.7,5.2,320.0,22.0,92.9
1872000.0,44.44,1.5,5.5,1.5,5.075,320.0,22.0,93.9
1875600.0,0.0,3.0,5.4,1.4,4.977,320.0,22.0,93.9
1879200.0,0.0,5.5,5.3,1.3,4.807,320.0,22.0,92.9
1882800.0,0.0,4.5,5.2,1.2,4.709,320.0,22.0,92.9
1886400.0,0.0,4.0,5.5,1.5,5.003,320.0,22.0,92.9
1890000.0,0.0,3.0,5.5,1.5,5.075,320.0,22.0,93.9
1893600.0,0.0,4.0,5.6,1.6,5.173,320.0,22.0,93.9
1897200.0,0.0,5.0,5.9,1.9,5.103,320.0,22.0,88.9
1900800.0,0.0,4.5,5.5,1.5,5.003,320.0,22.0,92.9
1904400.0,0.0,4.0,5.4,1.4,4.834,320.0,23.0,91.9
1908000.0,0.0,4.0,5.0,1.0,4.443,320.0,23.0,91.9
1911600.0,0.0,4.5,5.5,1.5,5.003,320.0,23.0,92.9
1915200.0,0.0,5.0,5.4,1.4,4.763,320.0,23.0,90.9
1918800.0,0.0,5.0,4.4,-2.8,3.788,320.0,23.0,90.9
1922400.0,0.0,4.5,4.0,-3.2,3.33,320.0,23.0,89.9
1926000.0,0.0,5.0,4.3,-2.9,3.416,320.0,23.0,86.8
1929600.0,8.33,6.5,4.6,-2.6,3.635,320.0,23.0,85.8
1933200.0,19.44,7.0,4.8,-2.4,3.686,320.0,23.0,83.8
1936800.0,19.44,7.5,5.4,1.4,4.039,320.0,23.0,80.8
1940400.0,33.33,8.0,5.4,1.4,4.403,320.0,23.0,85.8
1944000.0,19.44,8.5,5.4,1.4,4.403,320.0,23.0,85.8
1947600.0,19.44,8.5,5.3,1.3,4.522,320.0,23.0,88.9
1951200.0,19.44,8.5,5.4,1.4,4.834,320.0,23.0,91.9
1954800.0,8.33,7.0,5.8,1.8,5.37,320.0,23.0,93.9
1958400.0,0.0,6.5,7.3,3.3,6.768,320.0,23.0,92.9
1962000.0,0.0,7.0,9.0,5.0,8.596,320.0,23.0,95.0
1965600.0,0.0,8.5,10.1,6.1,9.596,320.0,23.0,94.0
1969200.0,0.0,9.0,10.7,6.7,10.012,320.0,23.0,91.9
1972800.0,0.0,9.5,10.9,6.9,10.119,320.0,23.0,90.9
1976400.0,0.0,9.5,11.1,7.1,9.958,320.0,23.0,86.9
1980000.0,0.0,9.5,11.5,7.5,9.977,320.0,23.0,82.8
1983600.0,0.0,0.0,11.7,7.7,9.606,320.0,23.0,76.7
1987200.0,0.0,1.5,11.0,7.0,9.139,320.0,23.0,78.7
1990800.0,0.0,2.5,9.0,1.8,7.012,320.0,24.0,75.7
1994400.0,0.0,0.5,8.2,-2.2,6.436,320.0,24.0,77.7
1998000.0,0.0,9.5,7.6,-6.0,5.875,320.0,24.0,77.7
2001600.0,0.0,0.5,7.4,-6.2,5.124,320.0,24.0,70.6
2005200.0,0.0,0.0,5.4,-11.4,3.449,320.0,24.0,72.6
2008800.0,0.0,8.0,5.5,-11.3,3.839,320.0,24.0,76.7
2012400.0,0.0,9.0,5.2,-11.6,3.632,320.0,24.0,77.7
2016000.0,0.0,9.0,5.5,-11.3,3.913,320.0,24.0,77.7
2019600.0,44.44,8.5,5.4,-11.4,3.966,320.0,24.0,79.7
2023200.0,44.44,9.5,6.1,2.1,4.549,320.0,24.0,78.7
2026800.0,55.56,8.5,5.9,1.9,5.03,320.0,24.0,87.9
2030400.0,91.67,9.0,6.6,2.6,5.249,320.0,24.0,81.8
2034000.0,183.33,9.5,7.7,-7.6,5.807,320.0,24.0,75.7
2037600.0,194.44,9.5,7.9,-7.4,5.91,320.0,24.0,74.7
2041200.0,147.22,8.0,7.7,-7.6,5.644,320.0,24.0,73.7
2044800.0,44.44,7.5,6.5,-12.0,4.77,320.0,24.0,76.7
2048400.0,0.0,7.0,5.7,-14.3,4.47,320.0,24.0,82.8
2052000.0,0.0,6.5,5.6,-14.4,4.154,320.0,24.0,79.7
2055600.0,0.0,6.5,5.2,-14.8,4.139,320.0,24.0,84.8
2059200.0,0.0,6.5,5.3,-14.7,4.163,320.0,24.0,83.8
2062800.0,0.0,7.5,6.1,-13.9,4.7,320.0,24.0,80.8
2066400.0,0.0,7.0,6.4,-13.6,5.136,320.0,24.0,82.8
2070000.0,0.0,7.5,7.0,-13.0,5.938,320.0,24.0,85.8
2073600.0,0.0,7.0,7.4,-12.6,6.086,320.0,24.0,82.8
2077200.0,0.0,6.5,7.2,3.2,6.516,320.0,25.0,90.9
2080800.0,0.0,7.0,7.3,3.3,6.614,320.0,25.0,90.9
2084400.0,0.0,6.5,7.9,3.9,6.641,320.0,25.0,83.8
2088000.0,0.0,7.5,7.9,3.9,6.721,320.0,25.0,84.8
2091600.0,0.0,7.5,7.1,3.1,6.342,320.0,25.0,89.9
2095200.0,0.0,7.5,7.2,3.2,5.974,320.0,25.0,83.8
2098800.0,0.0,7.5,7.2,3.2,5.974,320.0,25.0,83.8
2102400.0,0.0,8.0,7.0,3.0,5.783,320.0,25.0,83.8
2106000.0,19.44,7.0,6.8,2.8,5.746,320.0,25.0,85.8
2109600.0,33.33,7.0,7.0,3.0,5.783,320.0,25.0,83.8
2113200.0,33.33,6.5,7.5,3.5,5.782,320.0,25.0,77.7
2116800.0,66.67,6.5,7.4,3.4,5.927,320.0,25.0,80.8
2120400.0,55.56,6.5,6.6,2.6,5.781,320.0,25.0,88.9
2124000.0,33.33,6.0,6.6,2.6,5.781,320.0,25.0,88.9
2127600.0,19.44,5.0,5.9,1.9,5.103,320.0,25.0,88.9
2131200.0,19.44,5.0,6.2,2.2,5.394,320.0,25.0,88.9
2134800.0,8.33,4.0,6.2,2.2,5.542,320.0,25.0,90.9
2138400.0,0.0,5.0,6.0,2.0,5.127,320.0,25.0,87.9
2142000.0,0.0,4.0,6.1,2.1,5.075,320.0,25.0,85.8
2145600.0,0.0,4.5,5.3,-1.9,4.307,320.0,25.0,85.8
2149200.0,0.0,4.5,5.1,-2.1,4.258,320.0,25.0,87.9
2152800.0,0.0,5.0,5.4,-1.8,4.403,320.0,25.0,85.8
2156400.0,0.0,6.5,6.1,-1.1,5.075,320.0,25.0,85.8
2160000.0,0.0,7.5,6.8,-0.4,5.284,320.0,25.0,79.8
2163600.0,0.0,7.0,6.8,-0.4,5.284,320.0,26.0,79.8
2167200.0,0.0,8.5,6.1,2.1,4.7,320.0,26.0,80.8
2170800.0,0.0,0.5,5.8,1.8,4.713,320.0,26.0,84.8
2174400.0,0.0,0.0,6.1,2.1,5.223,320.0,26.0,87.9
2178000.0,0.0,1.5,6.7,2.7,5.878,320.0,26.0,88.9
2181600.0,0.0,0.5,7.1,3.1,6.111,320.0,26.0,86.8
2185200.0,0.0,9.0,6.4,-0.8,5.136,320.0,26.0,82.8
2188800.0,0.0,8.0,6.4,-0.8,5.136,320.0,26.0,82.8
2192400.0,33.33,7.0,6.1,2.1,5.0,320.0,26.0,84.8
2196000.0,147.22,6.0,7.7,-3.4,6.049,320.0,26.0,78.7
2199600.0,91.67,6.0,7.2,3.2,5.974,320.0,26.0,83.8
2203200.0,44.44,5.0,6.3,2.3,5.714,320.0,26.0,91.9
2206800.0,19.44,3.5,6.5,2.5,6.206,320.0,26.0,96.0
2210400.0,55.56,4.5,7.9,3.9,7.04,320.0,26.0,88.9
2214000.0,80.56,4.5,7.8,3.8,6.705,320.0,26.0,85.8
2217600.0,19.44,3.5,7.3,3.3,6.537,320.0,26.0,89.9
2221200.0,0.0,2.5,7.0,3.0,6.169,320.0,26.0,88.9
2224800.0,0.0,3.5,7.4,3.4,6.634,320.0,26.0,89.9
2228400.0,0.0,4.5,7.6,3.6,6.984,320.0,26.0,91.9
2232000.0,0.0,5.0,7.7,3.7,7.393,320.0,26.0,96.0
2235600.0,0.0,7.0,9.1,5.1,7.7,320.0,26.0,82.8
2239200.0,0.0,7.0,8.6,4.6,7.472,320.0,26.0,85.8
2242800.0,0.0,5.5,7.9,3.9,7.277,320.0,26.0,91.9
2246400.0,0.0,5.5,8.1,4.1,7.313,320.0,26.0,89.9
2250000.0,0.0,6.0,7.6,0.4,6.513,320.0,27.0,85.8
2253600.0,0.0,5.5,7.9,0.7,6.721,320.0,27.0,84.8
2257200.0,0.0,6.0,7.5,3.5,6.809,320.0,27.0,90.9
2260800.0,0.0,5.5,7.3,3.3,6.691,320.0,27.0,91.9
2264400.0,0.0,4.5,7.1,3.1,6.572,320.0,27.0,92.9
2268000.0,0.0,2.5,6.8,2.8,6.428,320.0,27.0,95.0
2271600.0,0.0,2.5,7.1,3.1,6.419,320.0,27.0,90.9
2275200.0,0.0,3.0,7.1,3.1,6.495,320.0,27.0,91.9
2278800.0,8.33,3.5,7.4,3.4,6.634,320.0,27.0,89.9
2282400.0,19.44,4.5,7.2,3.2,6.593,320.0,27.0,91.9
2286000.0,19.44,4.0,7.3,3.3,6.768,320.0,27.0,92.9
2289600.0,105.56,4.0,7.7,3.7,7.082,320.0,27.0,91.9
2293200.0,33.33,4.0,7.4,3.4,6.788,320.0,27.0,91.9
2296800.0,33.33,4.5,7.4,3.4,7.019,320.0,27.0,95.0
2300400.0,19.44,5.0,7.1,3.1,6.419,320.0,27.0,90.9
2304000.0,8.33,5.0,6.3,-0.9,5.935,320.0,27.0,95.0
2307600.0,0.0,3.5,6.1,-1.1,6.028,320.0,27.0,99.0
2311200.0,0.0,3.5,6.2,-1.0,5.616,320.0,27.0,91.9
2314800.0,0.0,3.5,6.4,-0.8,5.886,320.0,27.0,92.9
2318400.0,0.0,5.5,6.0,2.0,5.712,320.0,27.0,96.0
2322000.0,0.0,6.0,6.0,2.0,5.784,320.0,27.0,97.0
2325600.0,0.0,6.0,6.0,2.0,5.494,320.0,27.0,92.9
2329200.0,0.0,5.5,5.7,1.7,5.2,320.0,27.0,92.9
2332800.0,0.0,5.5,5.7,1.7,4.982,320.0,27.0,89.9
2336400.0,0.0,5.5,5.4,1.4,4.763,320.0,28.0,90.9
2340000.0,0.0,4.5,5.7,1.7,5.2,320.0,28.0,92.9
2343600.0,0.0,3.0,5.3,1.3,4.736,320.0,28.0,91.9
2347200.0,0.0,2.0,5.1,1.1,4.611,320.0,28.0,92.9
2350800.0,0.0,1.5,5.1,1.1,4.611,320.0,28.0,92.9
2354400.0,0.0,2.5,5.4,1.4,4.977,320.0,28.0,93.9
2358000.0,0.0,3.0,5.3,1.3,4.807,320.0,28.0,92.9
2361600.0,8.33,5.0,6.1,2.1,5.371,320.0,28.0,89.9
2365200.0,33.33,6.0,6.0,2.0,5.274,320.0,28.0,89.9
2368800.0,55.56,5.5,6.2,2.2,5.394,320.0,28.0,88.9
2372400.0,138.89,5.5,6.4,-3.3,5.438,320.0,28.0,86.8
2376000.0,138.89,6.5,6.8,-3.3,5.593,320.0,28.0,83.8
2379600.0,138.89,6.0,7.2,3.2,5.739,320.0,28.0,80.8
2383200.0,44.44,6.0,7.0,3.0,5.628,320.0,28.0,81.8
2386800.0,44.44,5.5,7.2,3.2,5.502,320.0,28.0,77.7
2390400.0,44.44,5.0,6.5,2.5,5.383,320.0,28.0,84.8
2394000.0,0.0,5.5,5.9,1.9,5.103,320.0,28.0,88.9
2397600.0,0.0,4.5,5.7,1.7,4.982,320.0,28.0,89.9
2401200.0,0.0,5.0,5.4,1.4,4.547,320.0,28.0,87.9
2404800.0,0.0,5.0,5.8,1.8,4.86,320.0,28.0,86.8
2408400.0,0.0,5.0,5.7,1.7,4.982,320.0,28.0,89.9
2412000.0,0.0,4.5,5.2,1.2,4.425,320.0,28.0,88.9
2415600.0,0.0,5.0,5.0,1.0,4.161,320.0,28.0,87.9
2419200.0,0.0,4.5,4.6,0.6,3.914,320.0,28.0,89.9
2422800.0,0.0,4.5,3.8,-3.4,3.203,320.0,29.0,90.9
2426400.0,0.0,4.5,3.4,-3.8,2.879,320.0,29.0,91.9
2430000.0,0.0,4.5,3.9,-3.3,3.301,320.0,29.0,90.9
2433600.0,0.0,5.0,4.3,0.3,3.691,320.0,29.0,90.9
2437200.0,0.0,5.5,4.0,0.0,3.398,320.0,29.0,90.9
2440800.0,0.0,5.0,3.9,-0.1,3.301,320.0,29.0,90.9
2444400.0,0.0,6.0,3.8,-0.2,3.337,320.0,29.0,92.9
2448000.0,8.33,6.0,3.8,-0.2,3.337,320.0,29.0,92.9
2451600.0,19.44,5.5,3.9,-0.1,3.435,320.0,29.0,92.9
2455200.0,55.56,5.0,4.3,0.3,3.622,320.0,29.0,89.9
2458800.0,91.67,6.0,4.8,0.8,3.897,320.0,29.0,86.8
2462400.0,80.56,6.0,5.3,1.3,4.307,320.0,29.0,85.8
2466000.0,91.67,5.5,6.0,2.0,4.83,320.0,29.0,83.8
2469600.0,127.78,6.5,7.3,3.3,5.595,320.0,29.0,77.7
2473200.0,33.33,6.0,6.9,2.9,5.3,320.0,29.0,78.7
2476800.0,44.44,5.0,6.1,-1.1,4.474,320.0,29.0,77.7
2480400.0,0.0,3.5,5.3,-5.1,4.163,320.0,29.0,83.8
2484000.0,0.0,3.0,5.1,-5.3,4.043,320.0,29.0,84.8
2487600.0,0.0,2.0,3.3,-10.3,2.716,320.0,29.0,90.9
2491200.0,0.0,1.5,2.1,-14.7,1.916,320.0,29.0,97.0
2494800.0,0.0,1.0,1.5,-18.5,1.201,320.0,29.0,94.9
2498400.0,0.0,1.0,0.0,-20.0,0.001,320.0,29.0,100.0
2502000.0,0.0,1.0,0.6,-19.4,0.428,320.0,29.0,97.0
2505600.0,0.0,1.5,0.9,-19.1,0.726,320.0,29.0,97.0
2509200.0,0.0,1.0,0.6,-19.4,0.486,320.0,30.0,98.0
2512800.0,0.0,1.5,1.4,-18.6,1.282,320.0,30.0,98.0
2516400.0,0.0,1.5,1.7,-18.3,1.52,320.0,30.0,97.0
2520000.0,0.0,1.5,1.9,-18.1,1.718,320.0,30.0,97.0
2523600.0,0.0,2.0,1.7,-18.3,1.398,320.0,30.0,94.9
2527200.0,0.0,2.5,1.9,-18.1,1.473,320.0,30.0,92.9
2530800.0,0.0,4.5,2.4,-17.6,1.775,320.0,30.0,89.9
2534400.0,0.0,5.0,2.9,-1.1,2.002,320.0,30.0,85.8
2538000.0,8.33,4.5,3.2,-0.8,2.29,320.0,30.0,85.8
2541600.0,19.44,5.5,3.1,-0.9,2.521,320.0,30.0,90.9
2545200.0,44.44,6.0,3.5,-0.5,2.911,320.0,30.0,90.9
2548800.0,55.56,6.5,4.0,0.0,3.127,320.0,30.0,86.8
2552400.0,116.67,6.0,4.5,0.5,3.609,320.0,30.0,86.8
2556000.0,55.56,4.5,4.6,0.6,3.914,320.0,30.0,89.9
2559600.0,44.44,4.0,5.3,1.3,4.018,320.0,30.0,81.8
2563200.0,8.33,4.0,5.4,1.4,4.258,320.0,30.0,83.8
2566800.0,0.0,4.0,5.4,1.4,4.33,320.0,30.0,84.8
2570400.0,0.0,3.5,5.6,1.6,4.522,320.0,30.0,84.8
2574000.0,0.0,3.0,5.5,1.5,4.426,320.0,30.0,84.8
