"t
[s]","Io
[W/m2]","vo
[m/s]","To
[Â°C]","Tsky
[Â°C]","To_n
[Â°C]","CO2o_ppm
[ppm]","dayNR
[-]",RH           [%]
8280000.0,0.0,1.5,6.1,-13.9,5.075,320.0,96.0,85.8
8283600.0,0.0,2.0,5.3,-14.7,4.807,320.0,96.0,92.9
8287200.0,0.0,2.0,5.1,-14.9,4.682,320.0,96.0,93.9
8290800.0,0.0,2.0,4.9,-15.1,4.485,320.0,96.0,93.9
8294400.0,0.0,2.0,4.0,-16.0,3.801,320.0,96.0,97.0
8298000.0,0.0,1.0,3.2,-16.8,3.007,320.0,97.0,97.0
8301600.0,0.0,0.5,2.9,-17.1,2.774,320.0,97.0,98.0
8305200.0,0.0,1.0,2.2,-17.8,2.016,320.0,97.0,97.0
8308800.0,0.0,1.5,2.2,-17.8,2.077,320.0,97.0,98.0
8312400.0,0.0,1.0,2.5,-17.5,2.376,320.0,97.0,98.0
8316000.0,8.33,1.0,2.7,-17.3,2.575,320.0,97.0,98.0
8319600.0,41.67,0.5,3.6,-0.4,3.47,320.0,97.0,98.0
8323200.0,91.67,1.5,4.0,0.0,3.868,320.0,97.0,98.0
8326800.0,130.56,1.5,4.4,0.4,3.993,320.0,97.0,93.9
8330400.0,144.44,1.0,5.1,1.1,4.258,320.0,97.0,87.9
8334000.0,158.33,2.0,6.2,2.2,4.795,320.0,97.0,80.8
8337600.0,105.56,1.5,6.1,2.1,5.0,320.0,97.0,84.8
8341200.0,158.33,2.0,6.7,2.7,5.19,320.0,97.0,79.8
8344800.0,316.67,1.5,8.0,-4.8,6.085,320.0,97.0,75.7
8348400.0,258.33,2.0,9.5,-3.9,6.769,320.0,97.0,67.6
8352000.0,155.56,2.5,9.0,-3.7,7.097,320.0,97.0,76.7
8355600.0,55.56,3.5,7.4,-8.5,6.007,320.0,97.0,81.8
8359200.0,5.56,2.5,6.6,2.6,6.007,320.0,97.0,91.9
8362800.0,0.0,2.0,6.8,2.8,6.202,320.0,97.0,91.9
8366400.0,0.0,3.0,6.8,2.8,5.516,320.0,97.0,82.8
8370000.0,0.0,3.5,5.6,-1.6,4.154,320.0,97.0,79.7
8373600.0,0.0,2.5,4.0,-6.4,3.195,320.0,97.0,87.9
8377200.0,0.0,1.0,2.8,-10.8,2.42,320.0,97.0,93.9
8380800.0,0.0,1.5,2.8,-10.8,2.42,320.0,97.0,93.9
8384400.0,0.0,1.0,2.3,-11.3,1.99,320.0,98.0,94.9
8388000.0,0.0,1.0,4.0,-9.6,3.195,320.0,98.0,87.9
8391600.0,0.0,2.0,4.0,-9.6,3.263,320.0,98.0,88.9
8395200.0,0.0,2.5,4.9,-8.7,3.852,320.0,98.0,84.8
8398800.0,0.0,3.0,4.1,0.1,3.292,320.0,98.0,87.9
8402400.0,38.89,2.5,4.7,0.7,3.449,320.0,98.0,81.8
8406000.0,69.44,3.0,5.4,1.4,3.966,320.0,98.0,79.7
8409600.0,88.89,4.0,5.5,1.5,4.207,320.0,98.0,81.8
8413200.0,163.89,4.0,6.1,2.1,4.776,320.0,98.0,81.8
8416800.0,130.56,4.5,6.2,2.2,4.87,320.0,98.0,81.8
8420400.0,194.44,4.5,6.0,2.0,4.904,320.0,98.0,84.8
8424000.0,277.78,4.5,6.7,2.7,5.802,320.0,98.0,87.9
8427600.0,277.78,5.0,7.0,3.0,5.078,320.0,98.0,74.7
8431200.0,158.33,6.0,7.0,3.0,4.68,320.0,98.0,69.6
8434800.0,130.56,5.5,6.7,2.7,4.486,320.0,98.0,70.6
8438400.0,163.89,4.5,6.9,-6.1,4.429,320.0,98.0,67.6
8442000.0,116.67,4.0,5.7,-10.5,3.875,320.0,98.0,74.7
8445600.0,30.56,3.5,4.7,-14.7,3.378,320.0,98.0,80.8
8449200.0,2.78,3.0,4.3,-15.1,3.416,320.0,98.0,86.8
8452800.0,0.0,3.0,4.3,0.3,3.278,320.0,98.0,84.8
8456400.0,0.0,2.5,4.0,0.0,3.059,320.0,98.0,85.8
8460000.0,0.0,3.5,4.4,0.4,3.581,320.0,98.0,87.8
8463600.0,0.0,3.0,4.0,0.0,2.991,320.0,98.0,84.8
8467200.0,0.0,2.5,3.2,-4.0,2.158,320.0,98.0,83.8
8470800.0,0.0,2.5,2.9,-4.3,2.067,320.0,99.0,86.8
8474400.0,0.0,2.5,4.0,-3.2,2.3,320.0,99.0,74.7
8478000.0,0.0,3.0,4.1,-3.1,2.182,320.0,99.0,71.6
8481600.0,0.0,3.5,3.2,-7.2,1.893,320.0,99.0,79.7
8485200.0,0.0,2.5,2.9,-7.5,1.806,320.0,99.0,82.8
8488800.0,30.56,2.0,3.0,-7.4,1.506,320.0,99.0,76.7
8492400.0,180.56,3.0,4.8,0.8,2.97,320.0,99.0,73.7
8496000.0,327.78,4.0,6.0,-7.7,3.54,320.0,99.0,66.6
8499600.0,341.67,4.5,6.0,-6.2,3.151,320.0,99.0,61.5
8503200.0,427.78,5.0,6.6,-6.8,3.276,320.0,99.0,56.4
8506800.0,291.67,5.0,6.9,-2.7,3.863,320.0,99.0,60.5
8510400.0,377.78,4.5,7.2,-4.7,3.877,320.0,99.0,57.4
8514000.0,272.22,4.0,7.0,-2.8,3.786,320.0,99.0,58.5
8517600.0,180.56,3.5,7.0,-1.1,3.95,320.0,99.0,60.5
8521200.0,191.67,4.0,6.8,-3.5,3.856,320.0,99.0,61.5
8524800.0,127.78,4.0,6.4,-4.1,3.899,320.0,99.0,66.6
8528400.0,113.89,3.0,6.7,-3.8,3.848,320.0,99.0,62.5
8532000.0,38.89,3.0,5.9,-7.8,3.985,320.0,99.0,73.7
8535600.0,2.78,2.5,5.0,-11.9,4.019,320.0,99.0,85.8
8539200.0,0.0,2.0,5.1,-11.8,4.258,320.0,99.0,87.9
8542800.0,0.0,2.0,5.1,1.1,4.186,320.0,99.0,86.8
8546400.0,0.0,2.0,5.2,1.2,4.78,320.0,99.0,93.9
8550000.0,0.0,2.0,5.7,1.7,5.127,320.0,99.0,91.9
8553600.0,0.0,2.0,5.9,1.9,5.323,320.0,99.0,91.9
8557200.0,0.0,2.5,6.1,2.1,5.371,320.0,100.0,89.9
8560800.0,0.0,2.5,6.1,2.1,5.371,320.0,100.0,89.9
8564400.0,0.0,2.5,5.8,1.8,5.007,320.0,100.0,88.9
8568000.0,0.0,2.5,5.1,-2.1,4.47,320.0,100.0,90.9
8571600.0,0.0,2.5,5.2,-2.0,4.921,320.0,100.0,96.0
8575200.0,16.67,2.0,6.1,2.1,5.592,320.0,100.0,92.9
8578800.0,116.67,2.0,7.0,3.0,6.015,320.0,100.0,86.8
8582400.0,233.33,2.5,7.8,-2.5,6.062,320.0,100.0,77.7
8586000.0,369.44,3.0,8.7,-4.2,5.877,320.0,100.0,65.6
8589600.0,416.67,3.5,9.0,-4.1,5.523,320.0,100.0,58.5
8593200.0,405.56,3.0,9.8,5.8,6.585,320.0,100.0,62.5
8596800.0,322.22,3.0,9.4,5.4,6.142,320.0,100.0,61.5
8600400.0,291.67,3.0,9.7,5.7,6.314,320.0,100.0,60.5
8604000.0,316.67,3.0,9.8,5.8,6.767,320.0,100.0,64.5
8607600.0,266.67,3.0,9.9,5.9,6.488,320.0,100.0,60.5
8611200.0,238.89,4.0,9.7,5.7,6.13,320.0,100.0,58.5
8614800.0,205.56,3.0,9.4,5.4,5.87,320.0,100.0,58.5
8618400.0,77.78,2.0,8.9,4.9,5.791,320.0,100.0,62.5
8622000.0,5.56,1.5,7.4,0.2,5.043,320.0,100.0,69.6
8625600.0,0.0,1.0,5.7,-4.7,4.617,320.0,100.0,84.8
8629200.0,0.0,0.5,4.5,-9.1,3.816,320.0,100.0,89.9
8632800.0,0.0,0.5,3.6,-13.2,3.404,320.0,100.0,97.0
8636400.0,0.0,0.5,2.6,-17.4,2.286,320.0,100.0,94.9
8640000.0,0.0,0.0,1.3,-18.7,1.182,320.0,100.0,98.0
8643600.0,0.0,0.0,0.9,-19.1,0.784,320.0,101.0,98.0
8647200.0,0.0,0.0,-0.5,-20.5,-0.603,320.0,101.0,98.1
8650800.0,0.0,0.0,-0.8,-20.8,-0.901,320.0,101.0,98.1
8654400.0,0.0,0.5,-0.6,-20.6,-0.702,320.0,101.0,98.1
8658000.0,0.0,0.5,0.0,-20.0,-0.105,320.0,101.0,98.1
8661600.0,13.89,0.5,0.6,-3.4,0.198,320.0,101.0,92.9
8665200.0,58.33,0.5,2.3,-1.7,1.866,320.0,101.0,92.9
8668800.0,116.67,0.5,4.4,0.4,4.13,320.0,101.0,96.0
8672400.0,258.33,1.0,7.1,3.1,5.879,320.0,101.0,83.8
8676000.0,591.67,1.5,9.7,-7.8,6.314,320.0,101.0,60.5
8679600.0,680.56,1.5,11.1,-8.0,7.047,320.0,101.0,55.4
8683200.0,688.89,2.0,11.8,-7.9,7.134,320.0,101.0,50.4
8686800.0,330.56,1.5,11.1,-0.2,6.751,320.0,101.0,52.4
8690400.0,255.56,2.0,11.3,7.3,7.019,320.0,101.0,53.4
8694000.0,266.67,2.0,12.0,8.0,7.507,320.0,101.0,52.4
8697600.0,202.78,2.0,11.9,-2.9,7.729,320.0,101.0,55.4
8701200.0,141.67,2.0,11.3,-6.7,7.218,320.0,101.0,55.4
8704800.0,41.67,2.5,10.8,-7.2,7.082,320.0,101.0,58.5
8708400.0,2.78,2.0,10.2,-9.8,6.937,320.0,101.0,62.5
8712000.0,0.0,1.5,9.1,-10.9,6.322,320.0,101.0,66.6
8715600.0,0.0,1.5,6.7,-13.3,4.801,320.0,101.0,74.7
8719200.0,0.0,1.0,5.4,-14.6,3.966,320.0,101.0,79.7
8722800.0,0.0,0.5,4.4,-15.6,3.304,320.0,101.0,83.8
8726400.0,0.0,1.0,3.6,-16.4,2.607,320.0,101.0,84.8
8730000.0,0.0,1.5,3.4,-16.6,2.615,320.0,102.0,87.9
8733600.0,0.0,1.0,3.2,-16.8,2.29,320.0,102.0,85.8
8737200.0,0.0,1.0,2.8,-17.2,2.1,320.0,102.0,88.9
8740800.0,0.0,1.0,2.9,-17.1,2.067,320.0,102.0,86.8
8744400.0,0.0,1.0,2.6,-17.4,1.906,320.0,102.0,88.9
8748000.0,52.78,1.5,4.1,0.1,2.88,320.0,102.0,81.8
8751600.0,191.67,2.0,7.0,3.0,4.84,320.0,102.0,71.6
8755200.0,344.44,2.5,8.9,-5.1,6.055,320.0,102.0,65.6
8758800.0,491.67,4.5,10.9,-5.3,7.168,320.0,102.0,58.5
8762400.0,605.56,5.0,12.1,-5.7,8.002,320.0,102.0,56.4
8766000.0,683.33,5.0,13.2,-5.9,8.189,320.0,102.0,49.3
8769600.0,716.67,5.5,13.5,-6.7,8.104,320.0,102.0,46.3
8773200.0,691.67,5.5,14.3,-6.8,8.523,320.0,102.0,44.3
8776800.0,627.78,6.5,15.2,-7.0,8.145,320.0,102.0,35.2
8780400.0,516.67,6.0,15.2,-8.1,9.124,320.0,102.0,43.3
8784000.0,377.78,5.5,15.1,-10.2,9.044,320.0,102.0,43.3
8787600.0,230.56,5.5,15.0,-10.3,8.965,320.0,102.0,43.3
8791200.0,91.67,4.0,14.1,-5.9,8.819,320.0,102.0,48.3
8794800.0,5.56,3.0,12.5,-7.5,8.032,320.0,102.0,53.4
8798400.0,0.0,3.0,11.5,-8.5,7.188,320.0,102.0,53.4
8802000.0,0.0,2.5,10.4,-9.6,6.641,320.0,102.0,57.4
8805600.0,0.0,2.0,9.7,-10.3,6.314,320.0,102.0,60.5
8809200.0,0.0,3.5,10.6,-9.4,6.813,320.0,102.0,57.4
8812800.0,0.0,3.0,9.4,-10.6,6.232,320.0,102.0,62.5
8816400.0,0.0,2.5,8.2,-11.8,5.6,320.0,103.0,67.6
8820000.0,0.0,2.5,7.8,-12.2,5.323,320.0,103.0,68.6
8823600.0,0.0,3.0,7.6,-12.4,5.142,320.0,103.0,68.6
8827200.0,0.0,4.0,7.7,-12.3,5.232,320.0,103.0,68.6
8830800.0,0.0,4.0,7.8,-12.2,5.24,320.0,103.0,67.6
8834400.0,55.56,4.0,8.3,4.3,5.69,320.0,103.0,67.6
8838000.0,197.22,4.0,9.7,5.7,6.314,320.0,103.0,60.5
8841600.0,352.78,3.5,11.0,-3.1,7.545,320.0,103.0,61.5
8845200.0,491.67,3.5,13.1,-3.0,8.857,320.0,103.0,56.4
8848800.0,594.44,4.0,14.6,-2.8,9.8,320.0,103.0,53.4
8852400.0,669.44,4.0,16.3,-2.3,10.988,320.0,103.0,51.4
8856000.0,697.22,4.0,17.8,-1.8,12.234,320.0,103.0,51.4
8859600.0,672.22,5.0,19.4,-1.0,12.46,320.0,103.0,43.3
8863200.0,605.56,5.0,19.6,-1.7,12.047,320.0,103.0,39.2
8866800.0,491.67,4.5,19.7,-2.3,11.539,320.0,103.0,35.2
8870400.0,358.33,4.5,19.1,-4.6,11.661,320.0,103.0,39.2
8874000.0,219.44,4.5,18.4,-1.6,10.842,320.0,103.0,37.2
8877600.0,83.33,3.5,17.2,-2.8,10.059,320.0,103.0,38.2
8881200.0,5.56,1.5,13.8,-6.2,8.348,320.0,103.0,46.3
8884800.0,0.0,2.0,12.4,-7.6,7.528,320.0,103.0,49.3
8888400.0,0.0,1.5,11.2,-8.8,6.835,320.0,103.0,52.4
8892000.0,0.0,2.5,13.3,-6.7,7.496,320.0,103.0,42.3
8895600.0,0.0,3.5,13.3,-6.7,7.496,320.0,103.0,42.3
8899200.0,0.0,2.5,11.2,-8.8,6.635,320.0,103.0,50.4
8902800.0,0.0,2.0,9.9,-10.1,5.929,320.0,104.0,54.4
8906400.0,0.0,2.0,9.1,-10.9,5.52,320.0,104.0,57.4
8910000.0,0.0,2.0,8.2,-11.8,5.174,320.0,104.0,62.5
8913600.0,0.0,2.0,8.0,-12.0,4.912,320.0,104.0,61.5
8917200.0,0.0,1.5,7.3,-12.7,4.626,320.0,104.0,65.6
8920800.0,58.33,1.5,8.9,4.9,5.614,320.0,104.0,60.5
8924400.0,208.33,1.5,10.8,-0.7,7.082,320.0,104.0,58.5
8928000.0,358.33,2.0,12.2,-2.0,8.292,320.0,104.0,58.5
8931600.0,491.67,2.0,14.8,-1.2,9.74,320.0,104.0,51.4
8935200.0,597.22,1.5,16.8,-0.5,11.279,320.0,104.0,50.4
8938800.0,672.22,2.5,18.6,0.0,12.634,320.0,104.0,49.4
8942400.0,694.44,3.0,19.8,0.3,12.634,320.0,104.0,42.3
8946000.0,655.56,3.0,20.5,0.7,13.185,320.0,104.0,42.3
8949600.0,591.67,2.0,21.1,0.4,13.205,320.0,104.0,39.3
8953200.0,466.67,2.0,20.9,0.1,12.899,320.0,104.0,38.2
8956800.0,358.33,1.5,20.3,-3.1,12.735,320.0,104.0,40.3
8960400.0,213.89,1.0,20.1,-3.3,12.725,320.0,104.0,41.3
8964000.0,80.56,0.5,18.8,-1.2,12.258,320.0,104.0,45.3
8967600.0,5.56,0.5,15.0,-5.0,10.819,320.0,104.0,59.5
8971200.0,0.0,0.5,13.9,-6.1,9.758,320.0,104.0,58.5
8974800.0,0.0,0.5,12.6,-7.4,8.945,320.0,104.0,61.5
8978400.0,0.0,0.5,12.5,-7.5,8.756,320.0,104.0,60.5
8982000.0,0.0,1.0,11.7,-8.3,8.059,320.0,104.0,60.5
8985600.0,0.0,1.0,10.8,-9.2,7.465,320.0,104.0,62.5
8989200.0,0.0,1.0,10.4,-9.6,7.113,320.0,105.0,62.5
8992800.0,0.0,0.5,10.0,-10.0,6.761,320.0,105.0,62.5
8996400.0,0.0,0.5,7.8,-12.2,5.653,320.0,105.0,72.6
9000000.0,0.0,1.0,8.0,-12.0,5.251,320.0,105.0,65.5
9003600.0,0.0,0.5,7.1,-12.9,5.171,320.0,105.0,74.7
9007200.0,55.56,0.5,7.8,3.8,5.489,320.0,105.0,70.6
9010800.0,183.33,0.5,12.1,1.8,8.508,320.0,105.0,61.5
9014400.0,341.67,1.0,15.2,1.6,10.189,320.0,105.0,52.4
9018000.0,477.78,1.0,17.4,1.9,11.52,320.0,105.0,48.3
9021600.0,580.56,1.5,19.3,2.5,11.672,320.0,105.0,38.2
9025200.0,641.67,2.5,20.8,3.0,11.428,320.0,105.0,29.1
9028800.0,677.78,3.5,21.3,2.4,11.296,320.0,105.0,26.1
9032400.0,672.22,3.0,21.9,1.7,11.714,320.0,105.0,26.1
9036000.0,602.78,3.5,22.0,1.1,11.614,320.0,105.0,25.1
9039600.0,480.56,2.5,21.7,0.6,11.575,320.0,105.0,26.1
9043200.0,352.78,1.5,21.6,-1.1,11.338,320.0,105.0,25.1
9046800.0,216.67,1.5,20.9,0.9,11.179,320.0,105.0,27.1
9050400.0,80.56,0.5,19.1,-0.9,10.944,320.0,105.0,34.2
9054000.0,5.56,0.5,15.8,-4.2,9.969,320.0,105.0,46.3
9057600.0,0.0,0.5,13.2,-6.8,9.155,320.0,105.0,58.5
9061200.0,0.0,0.5,11.8,-8.2,8.932,320.0,105.0,68.6
9064800.0,0.0,0.5,12.2,-7.8,7.882,320.0,105.0,54.4
9068400.0,0.0,1.0,11.8,-8.2,7.644,320.0,105.0,55.4
9072000.0,0.0,1.0,11.9,-8.1,7.423,320.0,105.0,52.4
9075600.0,0.0,0.5,9.8,-10.2,7.129,320.0,106.0,68.6
9079200.0,0.0,0.5,8.0,-12.0,6.249,320.0,106.0,77.7
9082800.0,0.0,0.5,6.3,-13.7,5.714,320.0,106.0,91.9
9086400.0,0.0,0.5,6.5,-13.5,5.307,320.0,106.0,83.8
9090000.0,0.0,0.5,5.7,-14.3,4.982,320.0,106.0,89.9
9093600.0,58.33,0.5,6.5,2.5,5.609,320.0,106.0,87.9
9097200.0,191.67,1.0,11.3,0.8,8.291,320.0,106.0,66.6
9100800.0,333.33,0.0,15.3,2.1,9.683,320.0,106.0,47.3
9104400.0,483.33,1.5,18.3,2.7,11.453,320.0,106.0,42.3
9108000.0,594.44,1.5,19.4,2.3,11.168,320.0,106.0,34.2
9111600.0,663.89,1.5,21.0,2.8,12.669,320.0,106.0,36.2
9115200.0,663.89,2.0,20.8,2.3,12.211,320.0,106.0,34.2
9118800.0,633.33,2.5,21.3,2.3,12.74,320.0,106.0,35.2
9122400.0,563.89,2.5,21.2,1.7,12.975,320.0,106.0,37.2
9126000.0,472.22,3.0,21.3,0.7,12.107,320.0,106.0,31.2
9129600.0,352.78,2.5,20.9,-1.5,12.13,320.0,106.0,33.2
9133200.0,222.22,2.5,20.0,0.0,12.356,320.0,106.0,39.2
9136800.0,91.67,2.5,18.0,-2.0,12.011,320.0,106.0,48.4
9140400.0,5.56,1.5,14.5,-5.5,11.149,320.0,106.0,66.6
9144000.0,0.0,1.5,13.0,-7.0,11.01,320.0,106.0,78.7
9147600.0,0.0,2.0,12.9,-7.1,10.622,320.0,106.0,75.7
9151200.0,0.0,2.0,12.0,-8.0,10.075,320.0,106.0,78.7
9154800.0,0.0,2.0,11.1,-8.9,9.778,320.0,106.0,84.8
9158400.0,0.0,2.0,9.8,-10.2,8.964,320.0,106.0,89.9
9162000.0,0.0,2.0,9.0,-11.0,8.515,320.0,107.0,94.0
9165600.0,0.0,1.5,8.1,-11.9,7.788,320.0,107.0,96.0
9169200.0,0.0,1.5,8.0,-12.0,7.611,320.0,107.0,95.0
9172800.0,0.0,1.5,7.7,-12.3,7.082,320.0,107.0,91.9
9176400.0,0.0,1.5,7.8,-12.2,6.864,320.0,107.0,87.9
9180000.0,55.56,1.5,7.7,3.7,7.003,320.0,107.0,90.9
9183600.0,197.22,2.0,10.1,-0.6,8.031,320.0,107.0,75.7
9187200.0,347.22,2.0,12.2,-1.4,9.194,320.0,107.0,67.6
9190800.0,480.56,2.0,14.3,-1.1,10.103,320.0,107.0,58.5
9194400.0,588.89,2.5,16.8,-0.1,10.652,320.0,107.0,45.3
9198000.0,630.56,3.5,17.3,0.0,11.311,320.0,107.0,47.3
9201600.0,652.78,4.0,17.2,-0.9,12.233,320.0,107.0,55.4
9205200.0,605.56,3.5,16.8,-1.4,11.65,320.0,107.0,53.4
9208800.0,530.56,5.0,14.8,-3.6,11.308,320.0,107.0,65.6
9212400.0,380.56,5.5,14.6,-2.3,10.583,320.0,107.0,60.5
9216000.0,283.33,5.5,12.0,-6.2,9.98,320.0,107.0,77.7
9219600.0,227.78,5.0,11.8,-6.4,9.126,320.0,107.0,70.6
9223200.0,116.67,5.0,10.8,-9.2,8.679,320.0,107.0,75.7
9226800.0,13.89,4.5,9.0,-11.0,7.856,320.0,107.0,85.8
9230400.0,0.0,5.5,8.5,-11.5,7.458,320.0,107.0,86.8
9234000.0,0.0,5.0,8.2,-11.8,7.008,320.0,107.0,84.8
9237600.0,0.0,4.0,8.2,-11.8,6.6,320.0,107.0,79.7
9241200.0,0.0,3.0,7.7,-12.3,6.45,320.0,107.0,83.8
9244800.0,0.0,2.5,6.9,-13.1,5.611,320.0,107.0,82.8
9248400.0,0.0,1.0,5.5,-14.5,4.716,320.0,108.0,88.9
9252000.0,0.0,1.0,4.5,-15.5,3.885,320.0,108.0,90.9
9255600.0,0.0,1.0,4.2,-15.8,3.457,320.0,108.0,88.9
9259200.0,0.0,1.5,5.4,-14.6,4.403,320.0,108.0,85.8
9262800.0,0.0,1.5,5.8,-14.2,4.713,320.0,108.0,84.8
9266400.0,30.56,2.5,6.2,2.2,5.096,320.0,108.0,84.8
9270000.0,63.89,3.0,6.6,2.6,5.249,320.0,108.0,81.8
9273600.0,105.56,3.0,7.2,3.2,5.581,320.0,108.0,78.7
9277200.0,80.56,4.0,7.3,3.3,5.912,320.0,108.0,81.8
9280800.0,58.33,3.5,7.4,3.4,6.322,320.0,108.0,85.8
9284400.0,130.56,3.5,7.7,3.7,7.16,320.0,108.0,92.9
9288000.0,188.89,3.5,8.5,4.5,7.458,320.0,108.0,86.8
9291600.0,116.67,4.5,8.6,4.6,7.142,320.0,108.0,81.8
9295200.0,91.67,4.0,8.3,4.3,7.266,320.0,108.0,86.9
9298800.0,58.33,4.0,8.3,4.3,7.266,320.0,108.0,86.9
9302400.0,55.56,4.0,8.3,4.3,7.827,320.0,108.0,93.9
9306000.0,30.56,4.0,8.2,4.2,7.966,320.0,108.0,97.0
9309600.0,8.33,3.5,8.3,4.3,8.222,320.0,108.0,99.0
9313200.0,2.78,3.0,8.7,4.7,8.461,320.0,108.0,97.0
9316800.0,0.0,3.0,8.8,4.8,8.56,320.0,108.0,97.0
9320400.0,0.0,3.5,8.9,4.9,8.66,320.0,108.0,97.0
9324000.0,0.0,3.5,9.0,5.0,8.759,320.0,108.0,97.0
9327600.0,0.0,3.0,9.3,5.3,8.892,320.0,108.0,95.0
9331200.0,0.0,2.5,9.6,5.6,8.854,320.0,108.0,90.9
9334800.0,0.0,2.5,9.4,5.4,8.659,320.0,109.0,90.9
9338400.0,0.0,2.0,9.1,5.1,8.367,320.0,109.0,90.9
9342000.0,0.0,2.0,8.8,4.8,8.075,320.0,109.0,90.9
9345600.0,0.0,3.0,8.7,4.7,8.058,320.0,109.0,91.9
9349200.0,0.0,3.0,8.1,4.1,7.866,320.0,109.0,97.0
9352800.0,27.78,3.5,8.5,4.5,7.621,320.0,109.0,88.9
9356400.0,119.44,5.0,8.6,1.4,6.387,320.0,109.0,72.6
9360000.0,130.56,6.0,8.3,4.3,5.775,320.0,109.0,68.6
9363600.0,177.78,5.5,8.5,4.5,5.784,320.0,109.0,66.6
9367200.0,347.22,7.0,9.4,-1.4,6.052,320.0,109.0,60.5
9370800.0,333.33,7.5,9.5,-0.6,6.048,320.0,109.0,59.5
9374400.0,319.44,6.5,7.0,-2.9,4.438,320.0,109.0,66.6
9378000.0,527.78,6.0,8.4,-7.5,5.09,320.0,109.0,59.5
9381600.0,366.67,7.0,7.0,-6.2,3.455,320.0,109.0,54.4
9385200.0,316.67,7.0,6.7,-7.5,3.443,320.0,109.0,57.4
9388800.0,252.78,7.5,6.8,-9.2,2.953,320.0,109.0,50.3
9392400.0,177.78,7.0,6.4,-9.6,2.534,320.0,109.0,49.3
9396000.0,52.78,7.0,4.4,0.4,3.164,320.0,109.0,81.8
9399600.0,8.33,5.0,4.4,0.4,2.6,320.0,109.0,73.7
9403200.0,0.0,5.0,4.8,0.8,2.46,320.0,109.0,66.6
9406800.0,0.0,5.5,4.0,0.0,2.509,320.0,109.0,77.7
9410400.0,0.0,6.5,4.4,0.4,2.458,320.0,109.0,71.6
9414000.0,0.0,6.0,2.8,-1.2,2.292,320.0,109.0,91.9
9417600.0,0.0,6.0,2.3,-1.7,1.866,320.0,109.0,92.9
9421200.0,0.0,2.5,1.8,-2.2,1.497,320.0,110.0,94.9
9424800.0,0.0,3.5,1.8,-2.2,1.314,320.0,110.0,91.9
9428400.0,0.0,4.5,3.5,-0.5,1.768,320.0,110.0,73.7
9432000.0,0.0,4.5,3.1,-0.9,1.865,320.0,110.0,80.8
9435600.0,0.0,5.0,4.0,0.0,1.95,320.0,110.0,69.6
9439200.0,5.56,6.0,2.3,-1.7,2.115,320.0,110.0,97.0
9442800.0,47.22,6.5,3.9,-0.1,3.368,320.0,110.0,91.9
9446400.0,197.22,5.0,5.0,1.0,4.513,320.0,110.0,92.9
9450000.0,208.33,3.5,6.0,-1.8,4.979,320.0,110.0,85.8
9453600.0,305.56,4.0,6.8,2.8,5.516,320.0,110.0,82.8
9457200.0,413.89,5.0,6.2,2.2,5.69,320.0,110.0,92.9
9460800.0,602.78,6.5,8.3,-8.4,5.775,320.0,110.0,68.6
9464400.0,591.67,7.5,8.6,-8.9,5.088,320.0,110.0,57.4
9468000.0,494.44,7.5,8.1,-8.9,4.742,320.0,110.0,58.5
9471600.0,241.67,6.5,7.5,-3.8,4.722,320.0,110.0,64.5
9475200.0,272.22,6.0,8.0,-8.9,5.504,320.0,110.0,68.6
9478800.0,138.89,7.0,6.4,2.4,5.06,320.0,110.0,81.8
9482400.0,63.89,6.5,5.1,1.1,4.682,320.0,110.0,93.9
9486000.0,8.33,5.0,5.7,1.7,4.617,320.0,110.0,84.8
9489600.0,0.0,5.0,5.2,1.2,3.85,320.0,110.0,80.8
9493200.0,0.0,4.5,4.7,0.7,3.661,320.0,110.0,84.8
9496800.0,0.0,4.0,4.8,0.8,3.756,320.0,110.0,84.8
9500400.0,0.0,4.5,5.1,1.1,3.972,320.0,110.0,83.8
9504000.0,0.0,4.0,4.6,0.6,3.565,320.0,110.0,84.8
9507600.0,0.0,3.5,4.2,0.2,3.457,320.0,111.0,88.9
9511200.0,0.0,3.0,4.1,0.1,3.155,320.0,111.0,85.8
9514800.0,0.0,2.0,4.1,0.1,3.698,320.0,111.0,93.9
9518400.0,0.0,1.5,3.2,-4.0,3.072,320.0,111.0,98.0
9522000.0,2.78,1.0,3.9,-3.3,3.301,320.0,111.0,90.9
9525600.0,41.67,2.0,4.0,0.0,3.398,320.0,111.0,90.9
9529200.0,172.22,2.5,6.1,-3.2,4.7,320.0,111.0,80.8
9532800.0,166.67,4.0,6.7,-0.8,4.486,320.0,111.0,70.6
9536400.0,405.56,4.0,8.3,-4.8,5.262,320.0,111.0,62.5
9540000.0,513.89,4.0,9.0,-5.7,5.613,320.0,111.0,59.5
9543600.0,552.78,4.0,9.2,-6.0,5.606,320.0,111.0,57.4
9547200.0,263.89,4.0,6.6,2.6,5.249,320.0,111.0,81.8
9550800.0,258.33,4.5,7.7,3.7,5.398,320.0,111.0,70.6
9554400.0,447.22,5.0,7.5,-8.0,5.54,320.0,111.0,74.7
9558000.0,372.22,5.0,7.8,-8.2,5.489,320.0,111.0,70.6
9561600.0,222.22,5.0,7.6,-6.4,4.977,320.0,111.0,66.6
9565200.0,94.44,4.5,6.7,-10.5,4.801,320.0,111.0,74.7
9568800.0,41.67,4.0,5.8,-14.2,4.268,320.0,111.0,78.7
